# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRISS-F480M     NIRISS-F277W     NIRISS-F430M     NIRISS-F380M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.03400000       1.00000000E-03   2826.81334284    -1.90335771      0.46683067       3.63157707       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       1.26638017E-03   2823.71210017    -1.95703754      0.43980481       3.68337536       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       1.60371874E-03   2821.74395454    -1.99055299      0.42374797       3.71567871       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       2.03091762E-03   2820.76461672    -2.00698888      0.41610341       3.73149097       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       2.57191381E-03   2820.14638029    -2.01675619      0.41163049       3.74087860       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       3.25702066E-03   2819.39102515    -2.02841012      0.40636416       3.75206278       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       4.12462638E-03   2818.12789537    -2.04643338      0.39836936       3.76932185       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       5.22334507E-03   2815.68504005    -2.07928659      0.38424378       3.80067968       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       6.61474064E-03   2809.09446836    -2.15888078      0.35224386       3.87620648       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       8.37677640E-03   2789.42885267    -2.32024234      0.29666833       4.02535275       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       1.06081836E-02   2754.30052268    -2.46514882      0.25753321       4.14822837       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       1.34339933E-02   2723.73636254    -2.58539043      0.22929918       4.24908953       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       1.70125428E-02   2680.55472829    -2.70127396      0.20717849       4.33720669       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       2.15443469E-02   2636.26144260    -2.80884442      0.18924947       4.41582429       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       2.72833338E-02   2582.47227927    -2.91629766      0.17426132       4.48749367       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       3.45510729E-02   2518.01011913    -3.02569152      0.16160956       4.55296164       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       4.37547938E-02   2446.18412036    -3.13587711      0.15083689       4.61288006       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       5.54102033E-02   2364.14773110    -3.25113208      0.14141946       4.66887653       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       7.01703829E-02   2269.78344082    -3.37281435      0.13336943       4.71978214       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       8.88623816E-02   2161.86263829    -3.50330992      0.12650776       4.76566095       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       1.12533558E-01   2053.10143635    -3.63373033      0.12071008       4.80640678       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       1.42510267E-01   1937.99559929    -3.76993819      0.11581098       4.84239448       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       1.80472177E-01   1826.28634323    -3.90520057      0.11160807       4.87450326       0.00000000       0.00000000       0.00000000       0.00000000      
  0.03400000       2.28546386E-01   1704.52710333    -4.05350351      0.10800982       4.90296753       11.24295930      12.23103462      10.85199134      10.27882401     
  0.03400000       2.89426612E-01   1594.48975555    -4.19407114      0.10499094       4.92759052       11.50651616      12.61579516      11.14215872      10.60782832     
  0.03400000       3.66524124E-01   1491.65033600    -4.33190155      0.10236366       4.94960240       11.75349876      13.00826368      11.43140076      10.99478675     
  0.03400000       4.64158883E-01   1403.50772033    -4.45788362      0.10001329       4.96977858       11.99348714      13.38440861      11.70867283      11.35914883     
  0.03400000       5.87801607E-01   1296.73649351    -4.61327688      0.09797058       4.98770244       12.25723662      13.84972081      12.02108513      11.79156350     
  0.03400000       7.44380301E-01   1227.26198111    -4.72528556      0.09614110       5.00407560       12.43946591      14.19382660      12.23075459      12.08160264     
  0.03400000       9.42668455E-01   1122.66951734    -4.89496497      0.09450573       5.01897733       12.69029881      14.71347473      12.51263672      12.47012775     
  0.03400000       1.19377664E+00   1038.40776094    -5.04300687      0.09315261       5.03150335       12.88722631      15.18341999      12.72580957      12.79680620     
  0.03400000       1.51177507E+00   967.94834292     -5.17636563      0.09194789       5.04280975       13.04201800      15.61663717      12.89305844      13.08878657     
  0.03400000       1.91448198E+00   897.41138561     -5.31824808      0.09084803       5.05326218       13.18489931      16.09054209      13.04715472      13.40400148     
  0.03400000       2.42446202E+00   830.89199588     -5.46159531      0.08985625       5.06279664       13.31137726      16.58545479      13.19663594      13.71771017     
  0.03400000       3.07029063E+00   769.67025015     -5.60299632      0.08898438       5.07126564       13.43806588      17.08923014      13.33904613      14.02600495     
  0.03400000       3.88815518E+00   715.04405396     -5.73856602      0.08820200       5.07893629       13.57666111      17.58613004      13.50049029      14.32828023     
  0.03400000       4.92388263E+00   668.45040175     -5.86266075      0.08748897       5.08598658       13.70207318      18.04352051      13.65858527      14.60780943     
  0.03400000       6.23550734E+00   625.61876195     -5.98424393      0.08683178       5.09253572       13.83295600      18.50356707      13.83568935      14.88675992     
  0.03400000       7.89652287E+00   588.02814437     -6.09789061      0.08623517       5.09852433       13.99581586      18.96955761      14.01626453      15.16933710     
  0.03400000       1.00000000E+01   556.06084370     -6.20062231      0.08567832       5.10415128       14.15837217      19.42128806      14.18224025      15.44253437     
