# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRISS-F480M     NIRISS-F277W     NIRISS-F430M     NIRISS-F380M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.04700000       1.00000000E-03   2921.59413760    -1.67693970      0.56716865       3.60309019       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.26638017E-03   2920.96612357    -1.70276772      0.55079705       3.62852945       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.60371874E-03   2920.59923572    -1.71531803      0.54301787       3.64088437       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       2.03091762E-03   2920.38426634    -1.72564998      0.53669047       3.65106468       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       2.57191381E-03   2920.01502152    -1.73999442      0.52802766       3.66519920       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       3.25702066E-03   2919.45035042    -1.76396968      0.51384275       3.68885179       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       4.12462638E-03   2918.56923361    -1.81382573      0.48548923       3.73815304       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       5.22334507E-03   2915.69141664    -1.94371447      0.41887739       3.86633989       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       6.61474064E-03   2911.80823140    -2.08299053      0.35777212       4.00330120       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       8.37677640E-03   2897.63285547    -2.20360904      0.31443385       4.11545625       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.06081836E-02   2881.77164827    -2.31013352      0.28121956       4.21242324       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.34339933E-02   2860.57717650    -2.41084275      0.25415682       4.30031142       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.70125428E-02   2840.94457422    -2.50336358      0.23164132       4.38088066       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       2.15443469E-02   2819.84127779    -2.59210305      0.21228434       4.45667894       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       2.72833338E-02   2785.41060894    -2.68540418      0.19540834       4.52862860       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       3.45510729E-02   2748.77579347    -2.77630358      0.18071684       4.59651750       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       4.37547938E-02   2705.64933478    -2.86851401      0.16773738       4.66125453       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       5.54102033E-02   2653.14996384    -2.96404694      0.15627082       4.72275898       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       7.01703829E-02   2594.41842913    -3.06123400      0.14612887       4.78104054       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       8.88623816E-02   2524.87690580    -3.16351599      0.13714938       4.83612566       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.12533558E-01   2446.73933087    -3.27034511      0.12914397       4.88836498       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.42510267E-01   2357.17761697    -3.38363283      0.12213282       4.93684811       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.80472177E-01   2249.32588742    -3.50923237      0.11606629       4.98110149       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       2.28546386E-01   2139.99182938    -3.63535138      0.11089950       5.02065474       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       2.89426612E-01   2024.58641816    -3.76725031      0.10644616       5.05625382       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       3.66524124E-01   1905.62025330    -3.90426903      0.10261826       5.08806358       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       4.64158883E-01   1782.78836596    -4.04803089      0.09935878       5.11610041       11.27978452      12.21204035      10.85325487      10.34032379     
  0.04700000       5.87801607E-01   1667.92055902    -4.18837001      0.09658189       5.14072151       11.53604196      12.58928081      11.12755813      10.64533109     
  0.04700000       7.44380301E-01   1557.41771026    -4.32939423      0.09417203       5.16266900       11.78531468      12.99069166      11.41331782      11.01850748     
  0.04700000       9.42668455E-01   1458.24361326    -4.46337387      0.09206359       5.18233692       12.02401489      13.38883299      11.69261031      11.40354345     
  0.04700000       1.19377664E+00   1362.07762838    -4.59984053      0.09018068       5.20028538       12.25200249      13.80530025      11.96134390      11.78056183     
  0.04700000       1.51177507E+00   1266.26042698    -4.74247971      0.08853889       5.21624401       12.46803767      14.24139220      12.21812424      12.14858712     
  0.04700000       1.91448198E+00   1177.48326996    -4.88343214      0.08705722       5.23090262       12.66172243      14.68545666      12.43955753      12.47504416     
  0.04700000       2.42446202E+00   1085.44657187    -5.03743981      0.08580124       5.24352501       12.84816573      15.16393872      12.64989875      12.80111465     
  0.04700000       3.07029063E+00   1009.79060464    -5.17437289      0.08467748       5.25497628       12.99572408      15.61329139      12.81873396      13.09478696     
  0.04700000       3.88815518E+00   933.01561728     -5.32199654      0.08368631       5.26520326       13.13788188      16.09591741      12.99066770      13.39785066     
  0.04700000       4.92388263E+00   870.26375768     -5.45175910      0.08284154       5.27401580       13.25363633      16.53443200      13.12873449      13.67219168     
  0.04700000       6.23550734E+00   820.82604781     -5.56142876      0.08207595       5.28208028       13.35509136      16.91384585      13.25080590      13.90096046     
  0.04700000       7.89652287E+00   778.62841118     -5.66076583      0.08135401       5.28975418       13.46445362      17.26511784      13.38083060      14.10857557     
  0.04700000       1.00000000E+01   739.34173977     -5.75825977      0.08064870       5.29731735       13.57158133      17.61999788      13.50563656      14.31869680     
