# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRISS-F480M     NIRISS-F277W     NIRISS-F430M     NIRISS-F380M    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05400000       1.00000000E-03   2958.62552686    -1.57202158      0.62408434       3.58032238       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       1.26638017E-03   2958.55740277    -1.58919067      0.61189472       3.59745531       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       1.60371874E-03   2958.48928026    -1.59946502      0.60471340       3.60770912       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       2.03091762E-03   2958.43002097    -1.61162975      0.59632164       3.61984705       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       2.57191381E-03   2958.35303993    -1.63066199      0.58343557       3.63882236       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       3.25702066E-03   2958.08057809    -1.66651168      0.55994156       3.67452272       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       4.12462638E-03   2957.12715926    -1.75849899      0.50400846       3.76593242       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       5.22334507E-03   2956.92289520    -1.90611049      0.42529760       3.91342465       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       6.61474064E-03   2953.68292729    -2.02820417      0.37033290       4.03362652       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       8.37677640E-03   2942.81833834    -2.13731762      0.32903658       4.13632265       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       1.06081836E-02   2931.42139039    -2.23584387      0.29604270       4.22810211       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       1.34339933E-02   2919.47828035    -2.32725056      0.26865062       4.31243533       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       1.70125428E-02   2902.46411495    -2.41705824      0.24511371       4.39207357       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       2.15443469E-02   2884.26911749    -2.50305846      0.22481629       4.46715562       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       2.72833338E-02   2864.29141227    -2.58694415      0.20697231       4.53898482       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       3.45510729E-02   2830.15210979    -2.67683143      0.19115516       4.60803881       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       4.37547938E-02   2797.57024999    -2.76294876      0.17716865       4.67403548       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       5.54102033E-02   2757.09896114    -2.85183470      0.16466745       4.73759505       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       7.01703829E-02   2709.38695952    -2.94310044      0.15350780       4.79854943       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       8.88623816E-02   2653.36024240    -3.03768167      0.14354822       4.85681369       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       1.12533558E-01   2589.22392711    -3.13552262      0.13468541       4.91216712       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       1.42510267E-01   2513.27524881    -3.23994171      0.12675907       4.96485183       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       1.80472177E-01   2430.16020456    -3.34762827      0.11976950       5.01411644       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       2.28546386E-01   2328.01752996    -3.46773917      0.11365500       5.05963305       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       2.89426612E-01   2214.78529817    -3.59518812      0.10843461       5.10047330       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       3.66524124E-01   2106.19511484    -3.71924922      0.10394331       5.13721545       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       4.64158883E-01   1985.55069206    -3.85476882      0.10006334       5.17025855       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       5.87801607E-01   1862.43019200    -3.99526766      0.09674589       5.19954408       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05400000       7.44380301E-01   1741.81514164    -4.13720038      0.09393508       5.22515284       11.46499324      12.44529220      11.03328318      10.55436265     
  0.05400000       9.42668455E-01   1627.29766762    -4.27805014      0.09150868       5.24788406       11.71518630      12.83759669      11.30959288      10.89367740     
  0.05400000       1.19377664E+00   1517.99669151    -4.41905998      0.08940224       5.26811183       11.95545102      13.24649049      11.59006158      11.28763564     
  0.05400000       1.51177507E+00   1425.71714205    -4.54632552      0.08753784       5.28641667       12.18172151      13.64037451      11.85551017      11.65150811     
  0.05400000       1.91448198E+00   1322.30143931    -4.69383066      0.08587100       5.30311508       12.39948109      14.08769451      12.11630240      12.03588749     
  0.05400000       2.42446202E+00   1230.77367519    -4.83333200      0.08441217       5.31799794       12.60085465      14.52742418      12.35014772      12.37676037     
  0.05400000       3.07029063E+00   1142.87937872    -4.97526800      0.08313511       5.33123908       12.76567260      14.97069629      12.54055649      12.68101820     
  0.05400000       3.88815518E+00   1065.26814147    -5.10916949      0.08201954       5.34297331       12.91591972      15.39551602      12.71037429      12.96318120     
  0.05400000       4.92388263E+00   993.26728689     -5.24134979      0.08102479       5.35357213       13.04436269      15.83221342      12.86902628      13.23627150     
  0.05400000       6.23550734E+00   932.39152629     -5.36065132      0.08015168       5.36298271       13.15650751      16.21920137      13.01163003      13.47402056     
  0.05400000       7.89652287E+00   883.87759950     -5.46225646      0.07934368       5.37178336       13.24833445      16.55899357      13.12304699      13.68443806     
  0.05400000       1.00000000E+01   840.30301643     -5.55888845      0.07854337       5.38058896       13.34255686      16.88711572      13.23874733      13.88205538     
