# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F1065C      MIRI-F1140C      MIRI-F1550C      MIRI-F2300C     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.04700000       1.00000000E-03   2921.59413760    -1.67693970      0.56716865       3.60309019       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.26638017E-03   2920.96612357    -1.70276772      0.55079705       3.62852945       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.60371874E-03   2920.59923572    -1.71531803      0.54301787       3.64088437       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       2.03091762E-03   2920.38426634    -1.72564998      0.53669047       3.65106468       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       2.57191381E-03   2920.01502152    -1.73999442      0.52802766       3.66519920       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       3.25702066E-03   2919.45035042    -1.76396968      0.51384275       3.68885179       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       4.12462638E-03   2918.56923361    -1.81382573      0.48548923       3.73815304       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       5.22334507E-03   2915.69141664    -1.94371447      0.41887739       3.86633989       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       6.61474064E-03   2911.80823140    -2.08299053      0.35777212       4.00330120       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       8.37677640E-03   2897.63285547    -2.20360904      0.31443385       4.11545625       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.06081836E-02   2881.77164827    -2.31013352      0.28121956       4.21242324       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.34339933E-02   2860.57717650    -2.41084275      0.25415682       4.30031142       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.70125428E-02   2840.94457422    -2.50336358      0.23164132       4.38088066       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       2.15443469E-02   2819.84127779    -2.59210305      0.21228434       4.45667894       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       2.72833338E-02   2785.41060894    -2.68540418      0.19540834       4.52862860       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       3.45510729E-02   2748.77579347    -2.77630358      0.18071684       4.59651750       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       4.37547938E-02   2705.64933478    -2.86851401      0.16773738       4.66125453       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       5.54102033E-02   2653.14996384    -2.96404694      0.15627082       4.72275898       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       7.01703829E-02   2594.41842913    -3.06123400      0.14612887       4.78104054       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       8.88623816E-02   2524.87690580    -3.16351599      0.13714938       4.83612566       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.12533558E-01   2446.73933087    -3.27034511      0.12914397       4.88836498       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.42510267E-01   2357.17761697    -3.38363283      0.12213282       4.93684811       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       1.80472177E-01   2249.32588742    -3.50923237      0.11606629       4.98110149       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       2.28546386E-01   2139.99182938    -3.63535138      0.11089950       5.02065474       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       2.89426612E-01   2024.58641816    -3.76725031      0.10644616       5.05625382       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       3.66524124E-01   1905.62025330    -3.90426903      0.10261826       5.08806358       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04700000       4.64158883E-01   1782.78836596    -4.04803089      0.09935878       5.11610041       10.00015248      9.97326256       10.10059034      10.09331085     
  0.04700000       5.87801607E-01   1667.92055902    -4.18837001      0.09658189       5.14072151       10.17740391      10.12431997      10.25154363      10.24718329     
  0.04700000       7.44380301E-01   1557.41771026    -4.32939423      0.09417203       5.16266900       10.36145050      10.27663445      10.40176178      10.39947483     
  0.04700000       9.42668455E-01   1458.24361326    -4.46337387      0.09206359       5.18233692       10.54559509      10.42628682      10.54614552      10.54616643     
  0.04700000       1.19377664E+00   1362.07762838    -4.59984053      0.09018068       5.20028538       10.74077308      10.58182196      10.69168199      10.69478747     
  0.04700000       1.51177507E+00   1266.26042698    -4.74247971      0.08853889       5.21624401       10.94422285      10.74107899      10.83615682      10.84342377     
  0.04700000       1.91448198E+00   1177.48326996    -4.88343214      0.08705722       5.23090262       11.15979493      10.90787761      10.98103025      10.99197670     
  0.04700000       2.42446202E+00   1085.44657187    -5.03743981      0.08580124       5.24352501       11.39295532      11.08696362      11.13023210      11.14398064     
  0.04700000       3.07029063E+00   1009.79060464    -5.17437289      0.08467748       5.25497628       11.61886450      11.26098673      11.27010040      11.28369622     
  0.04700000       3.88815518E+00   933.01561728     -5.32199654      0.08368631       5.26520326       11.87116648      11.45434025      11.42065324      11.42975750     
  0.04700000       4.92388263E+00   870.26375768     -5.45175910      0.08284154       5.27401580       12.10364029      11.63304274      11.55761808      11.56079377     
  0.04700000       6.23550734E+00   820.82604781     -5.56142876      0.08207595       5.28208028       12.31128137      11.79408759      11.67951021      11.67397372     
  0.04700000       7.89652287E+00   778.62841118     -5.66076583      0.08135401       5.28975418       12.50798349      11.94739086      11.79592898      11.77794665     
  0.04700000       1.00000000E+01   739.34173977     -5.75825977      0.08064870       5.29731735       12.70936019      12.10367823      11.91420973      11.88135187     
