# Mass             Age              Teff             Luminosity       Radius           Gravity          NIRCAM-F200W     NIRCAM-F210M     NIRCAM-F187N     NIRCAM-F182M     NIRCAM-F212N    
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.05500000       1.00000000E-03   2963.53458567    -1.55781729      0.63225168       3.57699748       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       1.26638017E-03   2963.53458567    -1.57410253      0.62051274       3.59327599       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       1.60371874E-03   2963.53458567    -1.58429181      0.61327497       3.60346696       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       2.03091762E-03   2963.53458567    -1.59680303      0.60451133       3.61596846       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       2.57191381E-03   2963.52850488    -1.61662971      0.59088055       3.63577766       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       3.25702066E-03   2963.39811300    -1.65464512      0.56561315       3.67373810       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       4.12462638E-03   2962.44298027    -1.75433883      0.50460458       3.77287460       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       5.22334507E-03   2962.71584392    -1.89996939      0.42664384       3.91864637       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       6.61474064E-03   2959.46705255    -2.02030201      0.37226309       4.03707990       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       8.37677640E-03   2948.91223232    -2.12818557      0.33114100       4.13875318       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       1.06081836E-02   2937.79216482    -2.22592967      0.29814441       4.22992504       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       1.34339933E-02   2926.19284674    -2.31672485      0.27067612       4.31387734       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       1.70125428E-02   2910.45784087    -2.40540501      0.24705531       4.39319112       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       2.15443469E-02   2892.26607268    -2.49148728      0.22657188       4.46836634       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       2.72833338E-02   2873.94483458    -2.57428374      0.20860867       4.54011407       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       3.45510729E-02   2840.75837100    -2.66365519      0.19263447       4.60931084       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       4.37547938E-02   2808.39202172    -2.74968933      0.17851072       4.67545128       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       5.54102033E-02   2769.96121956    -2.83740768      0.16587066       4.73924003       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       7.01703829E-02   2723.33727815    -2.92816602      0.15457374       4.80050772       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       8.88623816E-02   2669.33382885    -3.02161727      0.14448096       4.85915790       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       1.12533558E-01   2607.03037277    -3.11841413      0.13549522       4.91493153       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       1.42510267E-01   2532.85509006    -3.22171728      0.12745385       4.96807297       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       1.80472177E-01   2450.82173111    -3.32872748      0.12034773       5.01790340       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       2.28546386E-01   2353.11252397    -3.44560096      0.11411324       5.06410643       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       2.89426612E-01   2240.68349301    -3.57236015      0.10876268       5.10581746       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       3.66524124E-01   2130.80452755    -3.69714117      0.10417562       5.14324517       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.05500000       4.64158883E-01   2012.55644060    -3.83003246      0.10021179       5.17694064       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
